game_id, username,start_date,end_date,final_score
3aad38e8-4098-4c64-9977-3bbfe144b145,Antonio,2026-03-26 11:36:12.903718,2026-03-26 11:39:25.265747,3
31216e95-2cbd-44fa-bcd6-fed7ee3f336f,Carmen,2026-03-26 11:40:12.780151,2026-03-26 11:41:48.452052,3
7ace17ae-5cb5-4797-ada3-582b3d2cbd2f,Maria,2026-03-26 11:42:10.843332,2026-03-26 11:44:43.344406,3
